MacDeviceID,DeviceName,UserKey,RegionKey,BUKey,SerialNumber,Model,OSVersion,EnrollmentDate,LastCheckInDate,Status
MAC-01397,MAC-BRS-01397,13768,6,3,C02D03AKRTC,iMac 24,macOS 15.4,2026-04-29,2026-07-04,Managed
MAC-01398,MAC-SEA-01398,9523,5,10,C02TRNMPILL,MacBook Pro 14,macOS 13.7,2025-03-31,2026-07-07,Managed
MAC-01399,MAC-EUW-01399,6335,4,10,C02VJTAE4S3,iMac 24,macOS 14.7,2025-11-14,2026-07-05,Managed
MAC-01400,MAC-USW-01400,11322,2,11,C026C8L6RE6,Mac mini,macOS 14.7,2026-02-02,2026-07-04,Managed
MAC-01401,MAC-USW-01401,12665,2,4,C0215EFUPNM,MacBook Air 13,macOS 15.5,2026-05-26,2026-07-05,Managed
MAC-01402,MAC-EUW-01402,7004,4,6,C02J2GHSR98,MacBook Pro 16,macOS 15.5,2025-06-07,2026-06-02,Managed
MAC-01403,MAC-SEA-01403,1343,5,7,C02FQRAHNDA,MacBook Pro 14,macOS 15.4,2024-07-30,2026-07-06,Managed
MAC-01404,MAC-USW-01404,10920,2,8,C02JFB7T2H3,iMac 24,macOS 15.5,2025-01-31,2026-07-04,Managed
MAC-01405,MAC-USE-01405,4420,1,1,C02K771H4U6,Mac mini,macOS 15.4,2025-09-29,2026-07-06,Managed
MAC-01406,MAC-BRS-01406,2049,6,8,C02UV6N688N,MacBook Pro 16,macOS 14.7,2026-05-24,2026-07-06,Managed
MAC-01407,MAC-SEA-01407,503,5,2,C02HALVFLPV,MacBook Air 13,macOS 15.4,2025-02-28,2026-07-04,Managed
MAC-01408,MAC-BRS-01408,2157,6,1,C02EXRQW67M,MacBook Pro 16,macOS 15.5,2026-01-31,2026-06-18,Managed
MAC-01409,MAC-EUN-01409,3569,3,8,C02JPS5H2V8,MacBook Pro 14,macOS 14.7,2025-02-05,2026-07-06,Needs Attention
MAC-01410,MAC-USW-01410,8013,2,8,C02OVW8BJI2,MacBook Air 13,macOS 15.5,2025-08-04,2026-07-05,Retired
MAC-01411,MAC-USW-01411,12087,2,8,C027BH4DZ72,MacBook Air 13,macOS 15.4,2026-03-11,2026-07-05,Needs Attention
MAC-01412,MAC-SEA-01412,4168,5,7,C02YJ8ZZW7P,MacBook Pro 14,macOS 14.7,2024-10-10,2026-06-26,Managed
MAC-01413,MAC-USW-01413,3370,2,4,C02JAMSZ9WZ,iMac 24,macOS 15.5,2025-04-20,2026-07-07,Managed
MAC-01414,MAC-EUW-01414,1949,4,8,C02L2RHPZM2,Mac mini,macOS 15.5,2025-01-13,2026-05-18,Managed
MAC-01415,MAC-USE-01415,5880,1,1,C02TTDNJXPH,iMac 24,macOS 15.5,2026-06-21,2026-07-04,Managed
MAC-01416,MAC-USW-01416,6776,2,8,C02T534AJPI,MacBook Pro 16,macOS 15.5,2026-01-08,2026-07-07,Managed
MAC-01417,MAC-USW-01417,635,2,11,C02XK9X0KN2,MacBook Air 13,macOS 14.7,2026-03-02,2026-07-07,Managed
MAC-01418,MAC-BRS-01418,3349,6,5,C02UIHGLLDI,iMac 24,macOS 13.7,2026-04-22,2026-07-04,Managed
MAC-01419,MAC-BRS-01419,12830,6,4,C02G6QZP77P,MacBook Pro 16,macOS 15.4,2024-10-14,2026-07-04,Managed
MAC-01420,MAC-USW-01420,477,2,12,C029246NSE3,iMac 24,macOS 14.7,2026-01-29,2026-07-04,Managed
MAC-01421,MAC-EUW-01421,11433,4,8,C025JONCJOF,MacBook Pro 14,macOS 15.5,2025-09-04,2026-07-06,Managed
MAC-01422,MAC-EUN-01422,5869,3,1,C02005OJNPJ,MacBook Air 13,macOS 15.5,2025-03-12,2026-07-05,Managed
MAC-01423,MAC-EUN-01423,2993,3,9,C02SA2T2SBU,MacBook Pro 16,macOS 15.5,2024-08-13,2026-07-06,Managed
MAC-01424,MAC-SEA-01424,13421,5,10,C02TJHE3A17,Mac mini,macOS 15.4,2026-05-20,2026-07-07,Managed
MAC-01425,MAC-BRS-01425,3115,6,11,C02WL4Q1F8P,Mac mini,macOS 14.7,2026-06-17,2026-07-06,Managed
MAC-01426,MAC-USE-01426,9929,1,7,C022BT185CR,MacBook Pro 14,macOS 15.5,2026-01-27,2026-07-07,Managed
MAC-01427,MAC-BRS-01427,12768,6,6,C02MDIGE1OB,Mac mini,macOS 15.4,2024-11-24,2026-07-07,Managed
MAC-01428,MAC-EUW-01428,11156,4,3,C025KCUJS9X,MacBook Pro 16,macOS 15.4,2026-05-05,2026-07-07,Managed
MAC-01429,MAC-BRS-01429,9192,6,9,C026D48GU1O,MacBook Pro 16,macOS 15.5,2026-06-02,2026-07-07,Retired
MAC-01430,MAC-USW-01430,4931,2,12,C02EQ69KXB6,Mac mini,macOS 15.5,2026-03-04,2026-07-04,Managed
MAC-01431,MAC-EUN-01431,8065,3,5,C02ERFZSVRY,MacBook Pro 16,macOS 15.5,2024-08-04,2026-07-04,Managed
MAC-01432,MAC-SEA-01432,5867,5,12,C02LVY5GPFO,iMac 24,macOS 15.5,2024-08-09,2026-07-05,Managed
MAC-01433,MAC-USE-01433,9592,1,10,C02LEEGTHHP,iMac 24,macOS 15.4,2024-08-07,2026-07-04,Managed
MAC-01434,MAC-EUN-01434,10572,3,3,C02JLD5GNDC,iMac 24,macOS 15.5,2025-04-21,2026-07-06,Managed
MAC-01435,MAC-SEA-01435,12343,5,8,C02TAA6E22P,MacBook Pro 16,macOS 14.7,2025-01-31,2026-07-04,Managed
MAC-01436,MAC-BRS-01436,7926,6,4,C02LSRAG3YU,MacBook Pro 14,macOS 15.5,2024-09-20,2026-07-07,Managed
MAC-01437,MAC-EUW-01437,9009,4,7,C02FK37QCFI,MacBook Pro 16,macOS 15.5,2025-04-22,2026-07-06,Managed
MAC-01438,MAC-EUW-01438,4606,4,1,C02YTVLF5PG,MacBook Pro 16,macOS 15.5,2025-09-04,2026-07-05,Managed
MAC-01439,MAC-SEA-01439,2955,5,12,C02OXX65NDF,Mac mini,macOS 15.4,2025-07-08,2026-07-05,Managed
MAC-01440,MAC-EUN-01440,12057,3,2,C0278ZC4TE3,Mac mini,macOS 15.5,2025-06-14,2026-07-07,Managed
MAC-01441,MAC-EUN-01441,5672,3,3,C02YLKQ4NKR,MacBook Pro 14,macOS 15.4,2025-12-29,2026-07-05,Managed
MAC-01442,MAC-EUN-01442,5906,3,7,C024WRJ3TXM,iMac 24,macOS 15.5,2026-05-01,2026-05-25,Managed
MAC-01443,MAC-BRS-01443,10129,6,8,C025EA7X73B,MacBook Pro 14,macOS 14.7,2024-11-22,2026-07-05,Managed
MAC-01444,MAC-USE-01444,3628,1,6,C02TYZL4FWN,MacBook Pro 14,macOS 14.7,2024-12-02,2026-06-25,Managed
MAC-01445,MAC-EUW-01445,699,4,6,C02B322HCF7,MacBook Air 13,macOS 15.5,2026-03-09,2026-07-05,Managed
MAC-01446,MAC-BRS-01446,8081,6,5,C02F94VTK0J,MacBook Air 13,macOS 15.5,2025-04-10,2026-07-04,Managed
MAC-01447,MAC-SEA-01447,966,5,3,C029U7KUDB4,MacBook Pro 14,macOS 15.4,2025-03-06,2026-07-06,Managed
MAC-01448,MAC-EUW-01448,3548,4,9,C02D87PMZ5V,iMac 24,macOS 15.5,2026-05-25,2026-07-07,Managed
MAC-01449,MAC-EUN-01449,7036,3,3,C028QWMCVPA,iMac 24,macOS 15.5,2024-11-15,2026-07-07,Managed
MAC-01450,MAC-USE-01450,4960,1,3,C025JR6ERJQ,iMac 24,macOS 15.4,2024-11-02,2026-07-06,Managed
MAC-01451,MAC-SEA-01451,8226,5,8,C026I3H1XIJ,MacBook Air 13,macOS 14.7,2026-06-27,2026-07-04,Managed
MAC-01452,MAC-USW-01452,676,2,2,C02QW99LKCD,MacBook Pro 16,macOS 15.4,2025-03-12,2026-07-05,Managed
MAC-01453,MAC-USE-01453,11509,1,5,C028XPPGXPT,MacBook Pro 14,macOS 15.5,2025-01-22,2026-06-23,Lost
MAC-01454,MAC-USE-01454,7536,1,9,C02R3SXDB4M,Mac mini,macOS 15.4,2025-07-03,2026-07-06,Managed
MAC-01455,MAC-SEA-01455,13900,5,8,C02JK79CBVT,MacBook Air 13,macOS 15.5,2025-08-15,2026-07-05,Managed
MAC-01456,MAC-USW-01456,7739,2,6,C02EMJ25T7O,iMac 24,macOS 15.5,2025-07-29,2026-06-06,Managed
MAC-01457,MAC-USW-01457,323,2,2,C02B7QBGPQC,MacBook Air 13,macOS 14.7,2025-08-30,2026-06-29,Needs Attention
MAC-01458,MAC-EUW-01458,140,4,9,C02YHZHR8Q3,MacBook Pro 14,macOS 15.5,2025-09-08,2026-07-07,Managed
MAC-01459,MAC-USW-01459,11737,2,2,C02ZKTTNL1C,MacBook Air 13,macOS 15.5,2025-11-05,2026-07-04,Managed
MAC-01460,MAC-BRS-01460,7759,6,4,C02YUNH376X,MacBook Air 13,macOS 15.5,2025-12-19,2026-07-05,Retired
MAC-01461,MAC-USE-01461,12281,1,7,C02MPZFOUGK,iMac 24,macOS 15.5,2026-02-07,2026-07-04,Lost
MAC-01462,MAC-SEA-01462,8539,5,11,C021D5BUBTA,Mac mini,macOS 15.5,2024-08-21,2026-07-05,Managed
MAC-01463,MAC-EUW-01463,12999,4,4,C027WJLS0WA,MacBook Pro 16,macOS 14.7,2025-12-18,2026-07-06,Managed
MAC-01464,MAC-EUN-01464,706,3,2,C027PL67W48,MacBook Air 13,macOS 14.7,2025-08-06,2026-07-06,Needs Attention
MAC-01465,MAC-SEA-01465,11411,5,11,C029MOIXQZC,MacBook Pro 14,macOS 15.5,2025-03-10,2026-07-06,Managed
MAC-01466,MAC-EUW-01466,6972,4,9,C02OHJIM8HD,iMac 24,macOS 15.5,2025-03-19,2026-07-05,Needs Attention
MAC-01467,MAC-BRS-01467,8081,6,5,C02N6N2JXZL,iMac 24,macOS 15.5,2026-06-18,2026-07-04,Managed
MAC-01468,MAC-EUN-01468,9402,3,11,C02B780Q9T1,MacBook Air 13,macOS 13.7,2024-09-17,2026-07-04,Managed
MAC-01469,MAC-BRS-01469,1887,6,12,C02KQQNCIAQ,iMac 24,macOS 15.5,2024-12-08,2026-07-04,Managed
MAC-01470,MAC-EUN-01470,11299,3,1,C02WNU1DPUS,MacBook Pro 14,macOS 15.5,2025-09-21,2026-07-06,Managed
MAC-01471,MAC-SEA-01471,11069,5,5,C02S43TUB3G,MacBook Pro 14,macOS 15.5,2026-03-21,2026-06-24,Managed
MAC-01472,MAC-USW-01472,8703,2,2,C02BTVVV8MJ,MacBook Pro 14,macOS 15.5,2025-05-25,2026-07-06,Managed
MAC-01473,MAC-EUN-01473,4069,3,2,C02GDOES7SF,MacBook Air 13,macOS 15.5,2026-03-28,2026-07-07,Needs Attention
MAC-01474,MAC-BRS-01474,3462,6,10,C02WPG8FMG0,MacBook Air 13,macOS 15.4,2025-02-06,2026-06-17,Managed
MAC-01475,MAC-BRS-01475,4390,6,9,C021WRYL2IW,MacBook Pro 14,macOS 15.5,2025-01-11,2026-07-06,Managed
MAC-01476,MAC-EUN-01476,11388,3,3,C023D29EZMQ,MacBook Air 13,macOS 15.5,2024-12-31,2026-07-04,Managed
MAC-01477,MAC-USW-01477,2877,2,4,C02WEHT9PCL,MacBook Air 13,macOS 14.7,2025-10-04,2026-07-06,Managed
MAC-01478,MAC-EUW-01478,12162,4,5,C0237B6HV5X,iMac 24,macOS 15.4,2025-09-13,2026-07-07,Managed
MAC-01479,MAC-USE-01479,13157,1,11,C02L8ZWC9NS,MacBook Pro 14,macOS 15.5,2025-07-01,2026-07-06,Managed
MAC-01480,MAC-USW-01480,13799,2,9,C02VJ8J76RJ,MacBook Pro 14,macOS 14.7,2025-03-02,2026-07-05,Managed
MAC-01481,MAC-USE-01481,3403,1,4,C0256UDS4AF,MacBook Pro 14,macOS 15.5,2025-09-08,2026-07-04,Managed
MAC-01482,MAC-BRS-01482,2252,6,4,C0209H3CEM5,iMac 24,macOS 15.4,2026-03-19,2026-07-06,Managed
MAC-01483,MAC-SEA-01483,13305,5,1,C02PUEFXDJI,MacBook Pro 14,macOS 15.5,2024-11-30,2026-07-07,Managed
MAC-01484,MAC-SEA-01484,12299,5,11,C0265C367VT,iMac 24,macOS 15.5,2025-06-29,2026-07-04,Managed
MAC-01485,MAC-BRS-01485,5658,6,3,C02CZQRI0HU,MacBook Pro 14,macOS 14.7,2025-09-30,2026-07-06,Managed
MAC-01486,MAC-EUW-01486,7320,4,11,C026ST3GCJX,Mac mini,macOS 15.4,2025-11-17,2026-07-07,Managed
MAC-01487,MAC-EUW-01487,5964,4,8,C0260LC3OXF,iMac 24,macOS 15.4,2025-03-11,2026-06-23,Managed
MAC-01488,MAC-BRS-01488,9462,6,1,C02G8C33UN8,MacBook Pro 16,macOS 15.4,2025-11-02,2026-07-04,Needs Attention
MAC-01489,MAC-EUW-01489,6838,4,7,C02D3T2HUOM,iMac 24,macOS 15.4,2024-12-26,2026-07-05,Managed
MAC-01490,MAC-USE-01490,7220,1,4,C02FUD8MJEX,iMac 24,macOS 15.5,2025-04-05,2026-07-06,Managed
MAC-01491,MAC-USE-01491,1964,1,3,C02F8SXA5N6,MacBook Pro 16,macOS 15.5,2026-04-20,2026-07-04,Managed
MAC-01492,MAC-BRS-01492,8835,6,10,C02LVXETV2J,iMac 24,macOS 15.4,2025-01-10,2026-07-04,Managed
MAC-01493,MAC-USE-01493,2964,1,3,C02CT5ICNIS,Mac mini,macOS 15.4,2025-05-06,2026-07-07,Managed
MAC-01494,MAC-EUW-01494,10025,4,6,C02B3OCWESM,MacBook Pro 16,macOS 15.5,2025-06-18,2026-06-26,Managed
MAC-01495,MAC-BRS-01495,5051,6,7,C023NLLSKR0,MacBook Air 13,macOS 15.4,2025-05-19,2026-07-04,Managed
MAC-01496,MAC-USW-01496,2131,2,9,C0245D2UQEZ,iMac 24,macOS 15.4,2024-09-12,2026-07-06,Managed
MAC-01497,MAC-EUW-01497,363,4,5,C02PDFO6649,MacBook Pro 14,macOS 15.5,2025-03-26,2026-07-06,Managed
MAC-01498,MAC-EUW-01498,1933,4,4,C0224Z3QH6K,Mac mini,macOS 15.5,2024-08-22,2026-07-04,Managed
MAC-01499,MAC-USE-01499,3686,1,2,C02OB07PVWD,Mac mini,macOS 15.4,2024-09-25,2026-07-06,Managed
MAC-01500,MAC-EUW-01500,12359,4,4,C02U9HS6IEY,MacBook Pro 16,macOS 13.7,2026-04-17,2026-07-05,Managed
