CloudPCID,CloudPCName,UserKey,RegionKey,BUKey,ProvisioningPolicy,LicenseSKU,Status,vCPU,MemoryGB,DiskGB,DiskType,OSVersion,IPAddress,AzureResourceGroup,ProvisionedDate,EnrolledDate,LastLoginDate,DaysSinceLastLogin,InactivityBucket
CPC-10501,CPC-EUN-10501,10501,3,2,W365-EMEA-North-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.3.41.5,rg-w365-eun-02,2025-05-30,2025-06-01,2026-04-22,76,45+ Days
CPC-10502,CPC-USW-10502,10502,2,1,W365-US-West-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.2.41.6,rg-w365-usw-01,2026-04-19,2026-04-21,2026-06-29,8,Active <15 Days
CPC-10503,CPC-EUN-10503,10503,3,3,W365-EMEA-North-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.3.41.7,rg-w365-eun-03,2026-01-15,2026-01-15,2026-06-07,30,15-45 Days
CPC-10504,CPC-EUN-10504,10504,3,5,W365-EMEA-North-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.3.41.8,rg-w365-eun-05,2025-08-14,2025-08-14,2026-04-05,93,45+ Days
CPC-10505,CPC-BRS-10505,10505,6,1,W365-LATAM-SharedOps,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Standard SSD,Windows 11 Enterprise 24H2,10.6.41.9,rg-w365-brs-01,2026-05-17,2026-05-18,2026-07-06,1,Active <15 Days
CPC-10506,CPC-BRS-10506,10506,6,6,W365-LATAM-Standard,W365 Enterprise 8vCPU/32GB/512GB,Provisioned,8,32,512,Premium SSD,Windows 11 Enterprise 23H2,10.6.41.10,rg-w365-brs-06,2025-06-29,2025-06-29,2026-07-05,2,Active <15 Days
CPC-10507,CPC-USE-10507,10507,1,9,W365-US-East-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.1.41.11,rg-w365-use-09,2025-11-14,2025-11-15,2026-07-01,6,Active <15 Days
CPC-10508,CPC-EUN-10508,10508,3,1,W365-EMEA-North-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.3.41.12,rg-w365-eun-01,2025-10-03,2025-10-03,2026-07-05,2,Active <15 Days
CPC-10509,CPC-EUW-10509,10509,4,10,W365-EMEA-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.4.41.13,rg-w365-euw-10,2026-03-23,2026-03-24,2026-06-27,10,Active <15 Days
CPC-10510,CPC-USW-10510,10510,2,10,W365-US-West-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.2.41.14,rg-w365-usw-10,2025-06-22,2025-06-24,2026-07-07,0,Active <15 Days
CPC-10511,CPC-SEA-10511,10511,5,8,W365-APAC-Standard,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 24H2,10.5.41.15,rg-w365-sea-08,2026-06-12,2026-06-14,2026-06-25,12,Active <15 Days
CPC-10512,CPC-BRS-10512,10512,6,7,W365-LATAM-Standard,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 23H2,10.6.41.16,rg-w365-brs-07,2025-11-07,2025-11-08,2026-05-29,39,15-45 Days
CPC-10513,CPC-BRS-10513,10513,6,3,W365-LATAM-SharedOps,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.6.41.17,rg-w365-brs-03,2025-12-06,2025-12-06,2026-07-05,2,Active <15 Days
CPC-10514,CPC-USW-10514,10514,2,12,W365-US-West-Standard,W365 Enterprise 8vCPU/32GB/512GB,Provisioned,8,32,512,Standard SSD,Windows 11 Enterprise 23H2,10.2.41.18,rg-w365-usw-12,2026-01-18,2026-01-19,2026-06-26,11,Active <15 Days
CPC-10515,CPC-EUN-10515,10515,3,1,W365-EMEA-North-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.3.41.19,rg-w365-eun-01,2025-05-29,2025-05-30,2026-06-23,14,Active <15 Days
CPC-10516,CPC-USE-10516,10516,1,12,W365-US-East-Standard,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 23H2,10.1.41.20,rg-w365-use-12,2025-06-28,2025-06-29,2026-07-01,6,Active <15 Days
CPC-10517,CPC-SEA-10517,10517,5,5,W365-APAC-Privileged,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 23H2,10.5.41.21,rg-w365-sea-05,2025-08-09,2025-08-11,2026-07-07,0,Active <15 Days
CPC-10518,CPC-EUW-10518,10518,4,1,W365-EMEA-West-Dev,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 11 Enterprise 24H2,10.4.41.22,rg-w365-euw-01,2026-04-21,2026-04-22,2026-07-03,4,Active <15 Days
CPC-10519,CPC-SEA-10519,10519,5,6,W365-APAC-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.5.41.23,rg-w365-sea-06,2026-02-02,2026-02-03,2026-06-25,12,Active <15 Days
CPC-10520,CPC-BRS-10520,10520,6,5,W365-LATAM-SharedOps,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.6.41.24,rg-w365-brs-05,2025-07-29,2025-07-31,2026-06-26,11,Active <15 Days
CPC-10521,CPC-USE-10521,10521,1,11,W365-US-East-Standard,W365 Enterprise 2vCPU/8GB/128GB,Failed,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.1.41.25,rg-w365-use-11,2025-11-28,2025-11-30,2026-07-04,3,Active <15 Days
CPC-10522,CPC-USW-10522,10522,2,8,W365-US-West-Dev,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Standard SSD,Windows 11 Enterprise 24H2,10.2.41.26,rg-w365-usw-08,2025-09-04,2025-09-06,2026-06-28,9,Active <15 Days
CPC-10523,CPC-USE-10523,10523,1,8,W365-US-East-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Standard SSD,Windows 11 Enterprise 23H2,10.1.41.27,rg-w365-use-08,2026-03-22,2026-03-22,2026-07-07,0,Active <15 Days
CPC-10524,CPC-USW-10524,10524,2,12,W365-US-West-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.2.41.28,rg-w365-usw-12,2025-12-22,2025-12-22,2026-06-30,7,Active <15 Days
CPC-10525,CPC-SEA-10525,10525,5,10,W365-APAC-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 11 Enterprise 24H2,10.5.41.29,rg-w365-sea-10,2025-07-22,2025-07-22,2026-06-25,12,Active <15 Days
CPC-10526,CPC-BRS-10526,10526,6,11,W365-LATAM-Standard,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 23H2,10.6.41.30,rg-w365-brs-11,2025-06-27,2025-06-28,2026-06-30,7,Active <15 Days
CPC-10527,CPC-USW-10527,10527,2,2,W365-US-West-Dev,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Standard SSD,Windows 11 Enterprise 23H2,10.2.41.31,rg-w365-usw-02,2025-10-10,2025-10-12,2026-06-29,8,Active <15 Days
CPC-10528,CPC-SEA-10528,10528,5,2,W365-APAC-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.5.41.32,rg-w365-sea-02,2026-02-07,2026-02-07,2026-05-26,42,15-45 Days
CPC-10529,CPC-EUN-10529,10529,3,9,W365-EMEA-North-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Ephemeral,Windows 11 Enterprise 23H2,10.3.41.33,rg-w365-eun-09,2025-07-30,2025-07-31,2026-06-25,12,Active <15 Days
CPC-10530,CPC-BRS-10530,10530,6,4,W365-LATAM-Standard,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 23H2,10.6.41.34,rg-w365-brs-04,2025-08-19,2025-08-20,2026-07-06,1,Active <15 Days
CPC-10531,CPC-USW-10531,10531,2,12,W365-US-West-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.2.41.35,rg-w365-usw-12,2026-04-29,2026-04-29,2026-07-07,0,Active <15 Days
CPC-10532,CPC-USW-10532,10532,2,10,W365-US-West-Dev,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 24H2,10.2.41.36,rg-w365-usw-10,2025-08-18,2025-08-18,2026-06-29,8,Active <15 Days
CPC-10533,CPC-USW-10533,10533,2,5,W365-US-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.2.41.37,rg-w365-usw-05,2025-08-18,2025-08-20,2026-06-30,7,Active <15 Days
CPC-10534,CPC-SEA-10534,10534,5,10,W365-APAC-Privileged,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.5.41.38,rg-w365-sea-10,2025-12-17,2025-12-17,2026-07-02,5,Active <15 Days
CPC-10535,CPC-USW-10535,10535,2,3,W365-US-West-Dev,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.2.41.39,rg-w365-usw-03,2025-07-27,2025-07-29,2026-06-23,14,Active <15 Days
CPC-10536,CPC-SEA-10536,10536,5,5,W365-APAC-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.5.41.40,rg-w365-sea-05,2026-05-27,2026-05-29,2026-07-02,5,Active <15 Days
CPC-10537,CPC-USE-10537,10537,1,9,W365-US-East-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Ephemeral,Windows 11 Enterprise 24H2,10.1.41.41,rg-w365-use-09,2025-07-18,2025-07-20,2026-06-17,20,15-45 Days
CPC-10538,CPC-USW-10538,10538,2,6,W365-US-West-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.2.41.42,rg-w365-usw-06,2025-07-07,2025-07-07,2026-06-05,32,15-45 Days
CPC-10539,CPC-EUW-10539,10539,4,12,W365-EMEA-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.4.41.43,rg-w365-euw-12,2026-04-02,2026-04-02,2026-06-23,14,Active <15 Days
CPC-10540,CPC-SEA-10540,10540,5,7,W365-APAC-Standard,W365 Enterprise 8vCPU/32GB/512GB,Provisioned,8,32,512,Premium SSD,Windows 11 Enterprise 24H2,10.5.41.44,rg-w365-sea-07,2026-04-14,2026-04-16,2026-06-24,13,Active <15 Days
CPC-10541,CPC-EUN-10541,10541,3,1,W365-EMEA-North-Privileged,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.3.41.45,rg-w365-eun-01,2025-12-31,2025-12-31,2026-04-30,68,45+ Days
CPC-10542,CPC-EUW-10542,10542,4,7,W365-EMEA-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.4.41.46,rg-w365-euw-07,2025-07-05,2025-07-07,2026-06-26,11,Active <15 Days
CPC-10543,CPC-SEA-10543,10543,5,8,W365-APAC-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.5.41.47,rg-w365-sea-08,2025-08-04,2025-08-06,2026-06-26,11,Active <15 Days
CPC-10544,CPC-EUW-10544,10544,4,7,W365-EMEA-West-Dev,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.4.41.48,rg-w365-euw-07,2025-10-31,2025-11-02,2026-06-29,8,Active <15 Days
CPC-10545,CPC-SEA-10545,10545,5,7,W365-APAC-Privileged,W365 Enterprise 8vCPU/32GB/512GB,Provisioned,8,32,512,Premium SSD,Windows 11 Enterprise 24H2,10.5.41.49,rg-w365-sea-07,2025-09-19,2025-09-20,2026-06-25,12,Active <15 Days
CPC-10546,CPC-SEA-10546,10546,5,10,W365-APAC-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.5.41.50,rg-w365-sea-10,2025-05-13,2025-05-15,2026-07-02,5,Active <15 Days
CPC-10547,CPC-USE-10547,10547,1,5,W365-US-East-Standard,W365 Enterprise 2vCPU/8GB/128GB,PendingProvisioning,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.1.41.51,rg-w365-use-05,2025-10-27,2025-10-28,2026-07-06,1,Active <15 Days
CPC-10548,CPC-SEA-10548,10548,5,4,W365-APAC-Standard,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 24H2,10.5.41.52,rg-w365-sea-04,2025-08-04,2025-08-04,2026-06-29,8,Active <15 Days
CPC-10549,CPC-EUW-10549,10549,4,4,W365-EMEA-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Standard SSD,Windows 11 Enterprise 24H2,10.4.41.53,rg-w365-euw-04,2025-08-02,2025-08-04,2026-06-30,7,Active <15 Days
CPC-10550,CPC-EUN-10550,10550,3,12,W365-EMEA-North-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.3.41.54,rg-w365-eun-12,2025-09-26,2025-09-27,2026-07-06,1,Active <15 Days
CPC-10551,CPC-USW-10551,10551,2,4,W365-US-West-Dev,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.2.41.55,rg-w365-usw-04,2026-05-19,2026-05-20,2026-07-01,6,Active <15 Days
CPC-10552,CPC-USW-10552,10552,2,8,W365-US-West-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.2.41.56,rg-w365-usw-08,2026-03-11,2026-03-11,2026-04-06,92,45+ Days
CPC-10553,CPC-EUW-10553,10553,4,10,W365-EMEA-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.4.41.57,rg-w365-euw-10,2026-01-24,2026-01-26,2026-07-07,0,Active <15 Days
CPC-10554,CPC-BRS-10554,10554,6,10,W365-LATAM-SharedOps,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 24H2,10.6.41.58,rg-w365-brs-10,2025-09-29,2025-09-29,2026-06-26,11,Active <15 Days
CPC-10555,CPC-SEA-10555,10555,5,6,W365-APAC-Privileged,W365 Enterprise 8vCPU/32GB/512GB,Provisioned,8,32,512,Standard SSD,Windows 11 Enterprise 23H2,10.5.41.59,rg-w365-sea-06,2026-02-17,2026-02-19,2026-05-19,49,45+ Days
CPC-10556,CPC-SEA-10556,10556,5,4,W365-APAC-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.5.41.60,rg-w365-sea-04,2026-02-21,2026-02-23,2026-07-01,6,Active <15 Days
CPC-10557,CPC-USW-10557,10557,2,6,W365-US-West-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.2.41.61,rg-w365-usw-06,2026-01-14,2026-01-15,2026-06-28,9,Active <15 Days
CPC-10558,CPC-BRS-10558,10558,6,6,W365-LATAM-SharedOps,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 23H2,10.6.41.62,rg-w365-brs-06,2025-11-30,2025-12-02,2026-06-29,8,Active <15 Days
CPC-10559,CPC-EUW-10559,10559,4,2,W365-EMEA-West-Standard,W365 Enterprise 8vCPU/32GB/512GB,Provisioned,8,32,512,Premium SSD,Windows 11 Enterprise 24H2,10.4.41.63,rg-w365-euw-02,2026-06-06,2026-06-06,2026-05-20,48,45+ Days
CPC-10560,CPC-SEA-10560,10560,5,5,W365-APAC-Privileged,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.5.41.64,rg-w365-sea-05,2026-01-06,2026-01-08,2026-07-03,4,Active <15 Days
CPC-10561,CPC-USW-10561,10561,2,3,W365-US-West-Standard,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 23H2,10.2.41.65,rg-w365-usw-03,2025-10-14,2025-10-14,2026-06-17,20,15-45 Days
CPC-10562,CPC-EUN-10562,10562,3,1,W365-EMEA-North-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.3.41.66,rg-w365-eun-01,2025-05-26,2025-05-26,2026-07-01,6,Active <15 Days
CPC-10563,CPC-SEA-10563,10563,5,7,W365-APAC-Standard,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 24H2,10.5.41.67,rg-w365-sea-07,2026-05-06,2026-05-08,2026-07-07,0,Active <15 Days
CPC-10564,CPC-SEA-10564,10564,5,11,W365-APAC-Privileged,W365 Enterprise 8vCPU/32GB/512GB,Provisioned,8,32,512,Standard SSD,Windows 11 Enterprise 23H2,10.5.41.68,rg-w365-sea-11,2025-06-13,2025-06-14,2026-06-24,13,Active <15 Days
CPC-10565,CPC-EUW-10565,10565,4,3,W365-EMEA-West-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.4.41.69,rg-w365-euw-03,2025-06-20,2025-06-21,2026-06-24,13,Active <15 Days
CPC-10566,CPC-USE-10566,10566,1,8,W365-US-East-Standard,W365 Enterprise 8vCPU/32GB/512GB,InGracePeriod,8,32,512,Premium SSD,Windows 11 Enterprise 24H2,10.1.41.70,rg-w365-use-08,2025-11-27,2025-11-29,2026-06-28,9,Active <15 Days
CPC-10567,CPC-USW-10567,10567,2,7,W365-US-West-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Ephemeral,Windows 10 Enterprise 22H2,10.2.41.71,rg-w365-usw-07,2025-06-09,2025-06-11,2026-05-20,48,45+ Days
CPC-10568,CPC-EUW-10568,10568,4,8,W365-EMEA-West-Dev,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 24H2,10.4.41.72,rg-w365-euw-08,2026-01-09,2026-01-11,2026-07-04,3,Active <15 Days
CPC-10569,CPC-EUN-10569,10569,3,7,W365-EMEA-North-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.3.41.73,rg-w365-eun-07,2026-06-09,2026-06-11,2026-06-30,7,Active <15 Days
CPC-10570,CPC-EUW-10570,10570,4,1,W365-EMEA-West-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Standard SSD,Windows 11 Enterprise 23H2,10.4.41.74,rg-w365-euw-01,2026-06-12,2026-06-13,2026-06-30,7,Active <15 Days
CPC-10571,CPC-USE-10571,10571,1,7,W365-US-East-Privileged,W365 Enterprise 8vCPU/32GB/512GB,Provisioned,8,32,512,Premium SSD,Windows 11 Enterprise 23H2,10.1.41.75,rg-w365-use-07,2025-08-20,2025-08-21,2026-06-24,13,Active <15 Days
CPC-10572,CPC-EUN-10572,10572,3,3,W365-EMEA-North-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.3.41.76,rg-w365-eun-03,2025-12-30,2025-12-31,2026-07-07,0,Active <15 Days
CPC-10573,CPC-USW-10573,10573,2,1,W365-US-West-Standard,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 24H2,10.2.41.77,rg-w365-usw-01,2026-06-05,2026-06-06,2026-06-27,10,Active <15 Days
CPC-10574,CPC-EUN-10574,10574,3,6,W365-EMEA-North-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.3.41.78,rg-w365-eun-06,2026-02-14,2026-02-14,2026-06-30,7,Active <15 Days
CPC-10575,CPC-EUW-10575,10575,4,10,W365-EMEA-West-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.4.41.79,rg-w365-euw-10,2025-08-30,2025-09-01,2026-06-24,13,Active <15 Days
CPC-10576,CPC-EUN-10576,10576,3,10,W365-EMEA-North-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.3.41.80,rg-w365-eun-10,2026-01-20,2026-01-21,2026-06-26,11,Active <15 Days
CPC-10577,CPC-SEA-10577,10577,5,2,W365-APAC-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.5.41.81,rg-w365-sea-02,2025-12-12,2025-12-12,2026-03-30,99,45+ Days
CPC-10578,CPC-USW-10578,10578,2,3,W365-US-West-Standard,W365 Enterprise 2vCPU/8GB/128GB,InGracePeriod,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.2.41.82,rg-w365-usw-03,2026-01-08,2026-01-08,2026-06-23,14,Active <15 Days
CPC-10579,CPC-BRS-10579,10579,6,1,W365-LATAM-SharedOps,W365 Enterprise 4vCPU/16GB/128GB,InGracePeriod,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.6.41.83,rg-w365-brs-01,2025-06-21,2025-06-22,2026-05-30,38,15-45 Days
CPC-10580,CPC-EUN-10580,10580,3,8,W365-EMEA-North-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Standard SSD,Windows 11 Enterprise 24H2,10.3.41.84,rg-w365-eun-08,2026-02-09,2026-02-10,2026-04-07,91,45+ Days
CPC-10581,CPC-SEA-10581,10581,5,10,W365-APAC-Privileged,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.5.41.85,rg-w365-sea-10,2025-07-29,2025-07-31,2026-06-11,26,15-45 Days
CPC-10582,CPC-BRS-10582,10582,6,7,W365-LATAM-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 11 Enterprise 24H2,10.6.41.86,rg-w365-brs-07,2025-10-31,2025-11-02,2026-06-23,14,Active <15 Days
CPC-10583,CPC-BRS-10583,10583,6,6,W365-LATAM-SharedOps,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.6.41.87,rg-w365-brs-06,2026-03-31,2026-04-01,2026-06-30,7,Active <15 Days
CPC-10584,CPC-EUN-10584,10584,3,4,W365-EMEA-North-Standard,W365 Enterprise 4vCPU/16GB/128GB,Deprovisioning,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.3.41.88,rg-w365-eun-04,2025-08-25,2025-08-27,2026-06-29,8,Active <15 Days
CPC-10585,CPC-USW-10585,10585,2,11,W365-US-West-Standard,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Standard SSD,Windows 11 Enterprise 24H2,10.2.41.89,rg-w365-usw-11,2025-09-20,2025-09-20,2026-06-07,30,15-45 Days
CPC-10586,CPC-BRS-10586,10586,6,1,W365-LATAM-SharedOps,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 24H2,10.6.41.90,rg-w365-brs-01,2025-11-09,2025-11-11,2026-06-27,10,Active <15 Days
CPC-10587,CPC-BRS-10587,10587,6,9,W365-LATAM-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.6.41.91,rg-w365-brs-09,2025-06-23,2025-06-25,2026-07-01,6,Active <15 Days
CPC-10588,CPC-SEA-10588,10588,5,7,W365-APAC-Privileged,W365 Enterprise 8vCPU/32GB/512GB,Provisioned,8,32,512,Premium SSD,Windows 11 Enterprise 24H2,10.5.41.92,rg-w365-sea-07,2026-05-28,2026-05-30,2026-04-02,96,45+ Days
CPC-10589,CPC-SEA-10589,10589,5,5,W365-APAC-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.5.41.93,rg-w365-sea-05,2025-11-16,2025-11-16,2026-07-01,6,Active <15 Days
CPC-10590,CPC-SEA-10590,10590,5,8,W365-APAC-Privileged,W365 Enterprise 8vCPU/32GB/512GB,Provisioned,8,32,512,Premium SSD,Windows 11 Enterprise 24H2,10.5.41.94,rg-w365-sea-08,2025-09-21,2025-09-21,2026-07-03,4,Active <15 Days
CPC-10591,CPC-BRS-10591,10591,6,4,W365-LATAM-SharedOps,W365 Enterprise 8vCPU/32GB/512GB,Provisioned,8,32,512,Premium SSD,Windows 11 Enterprise 24H2,10.6.41.95,rg-w365-brs-04,2026-04-29,2026-04-29,2026-06-20,17,15-45 Days
CPC-10592,CPC-EUN-10592,10592,3,2,W365-EMEA-North-Privileged,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Standard SSD,Windows 11 Enterprise 24H2,10.3.41.96,rg-w365-eun-02,2025-09-14,2025-09-14,2026-06-24,13,Active <15 Days
CPC-10593,CPC-EUN-10593,10593,3,12,W365-EMEA-North-Privileged,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 11 Enterprise 24H2,10.3.41.97,rg-w365-eun-12,2025-07-02,2025-07-02,2026-06-23,14,Active <15 Days
CPC-10594,CPC-SEA-10594,10594,5,3,W365-APAC-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.5.41.98,rg-w365-sea-03,2026-01-25,2026-01-26,2026-06-23,14,Active <15 Days
CPC-10595,CPC-SEA-10595,10595,5,1,W365-APAC-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Standard SSD,Windows 11 Enterprise 23H2,10.5.41.99,rg-w365-sea-01,2026-02-04,2026-02-05,2026-07-05,2,Active <15 Days
